director_name,duration,gross,genres,movie_title,language,country,budget,title_year,imdb_score,Genre
M.NightShyamalan,94,65069140,Horror|Thriller,TheVisit†,English,USA,5000000,2015,6.2,Horror
BrianDePalma,90,65087,Crime|Thriller|War,Redacted†,English,USA,5000000,2007,6.2,Crime
KlausMenzel,103,16066,Mystery|Romance|Thriller,Fascination†,English,Germany,5000000,2004,3.3,Mystery
WilliamH.Macy,105,37440,Comedy|Drama|Music,Rudderless†,English,USA,5000000,2014,7.5,Comedy
Jir√≠Menzel,113,617228,Comedy|Drama|Romance|War,IServedtheKingofEngland†,Czech,CzechRepublic,84450000,2006,7.4,Comedy
BillyBobThornton,148,24475416,Drama,SlingBlade†,English,USA,890000,1996,8,Drama
EliRoth,93,47277326,Horror,Hostel†,English,USA,4800000,2005,5.9,Horror
MichaelWinterbottom,94,1247453,Comedy|Drama,TristramShandy:ACockandBullStory†,English,UK,2800000,2005,6.8,Comedy
JeffNichols,121,1729969,Drama|Thriller,TakeShelter†,English,USA,5000000,2011,7.4,Drama
FrankLaLoggia,118,1705139,Fantasy|Horror|Mystery|Thriller,LadyinWhite†,English,USA,4700000,1988,6.7,Fantasy
TobeHooper,101,8025872,Comedy|Horror,TheTexasChainsawMassacre2†,English,USA,4700000,1986,5.5,Comedy
NicolasWindingRefn,90,778565,Crime|Drama,OnlyGodForgives†,English,Denmark,4800000,2013,5.7,Crime
MichelLeclerc,100,513836,Comedy|Drama|Romance,TheNamesofLove†,French,France,4600000,2010,7.2,Comedy
TomKalin,97,434417,Drama,SavageGrace†,English,Spain,4600000,2007,5.9,Drama
HughWilson,96,81200000,Comedy,PoliceAcademy†,English,USA,4500000,1984,6.7,Comedy
MikeNewell,117,52700832,Comedy|Drama|Romance,FourWeddingsandaFuneral†,English,UK,4500000,1994,7.1,Comedy
SpikeLee,108,13060843,Drama,25thHour†,English,USA,15000000,2002,7.7,Drama
LanaWachowski,109,3798532,Crime|Drama|Romance|Thriller,Bound†,English,USA,4500000,1996,7.4,Crime
DarrenAronofsky,102,3609278,Drama,RequiemforaDream†,English,USA,4500000,2000,8.4,Drama
CarlosSaura,115,1687311,Drama|Musical,Tango†,Spanish,Spain,700000000,1998,7.2,Drama
AndrewErwin,98,10429707,Comedy,Moms'NightOut†,English,USA,5000000,2014,5.4,Comedy
RichardKelly,133,727883,Drama|Sci-Fi|Thriller,DonnieDarko†,English,USA,4500000,2001,8.1,Drama
MikevanDiem,122,713413,Crime|Drama|Mystery,Character†,Dutch,Netherlands,4500000,1997,7.8,Crime
Jonas√Ökerlund,106,410241,Comedy|Crime|Drama,Spun†,English,USA,2000000,2002,6.8,Comedy
Chan-wookPark,112,211667,Crime|Drama,LadyVengeance†,Korean,SouthKorea,4200000000,2005,7.7,Crime
BarrySkolnick,99,92191,Comedy|Drama|Sport,MeanMachine†,English,UK,2500000,2001,6.5,Comedy
JohnnieTo,110,49413,Action|Crime|Thriller,Exiled†,Cantonese,HongKong,35000000,2006,7.3,Action
AgnieszkaWojtowicz-Vosloo,104,108229,Drama|Horror|Mystery|Thriller,After.Life†,English,USA,4500000,2009,5.9,Drama
MilosForman,133,112000000,Drama,OneFlewOvertheCuckoo'sNest†,English,USA,4400000,1975,8.7,Drama
ErnieBarbarash,103,8691,Action|Adventure,FalconRising†,English,USA,4500000,2014,5.8,Action
NickLove,112,26345,Action|Crime|Drama,TheSweeney†,English,UK,3000000,2012,6.1,Action
NikiCaro,101,20772796,Drama|Family,WhaleRider†,English,NewZealand,6000000,2002,7.6,Drama
JoeWright,111,34964818,Adventure|Family|Fantasy,Pan†,English,USA,150000000,2015,5.8,Adventure
TimurBekmambetov,104,1487477,Fantasy|Thriller,NightWatch†,Russian,Russia,4200000,2004,6.5,Fantasy
NeilJordan,112,62549000,Crime|Drama|Romance|Thriller,TheCryingGame†,English,UK,2300000,1992,7.3,Crime
BobClark,94,105500000,Comedy,Porky's†,English,Canada,4000000,1981,6.2,Comedy
GeorgeA.Romero,90,101055,Horror,SurvivaloftheDead†,English,USA,4000000,2009,5,Horror
SofiaCoppola,101,44566004,Drama,LostinTranslation†,English,USA,4000000,2003,7.8,Drama
WoodyAllen,93,39200000,Comedy|Romance,AnnieHall†,English,USA,4000000,1977,8.1,Comedy
CecilB.DeMille,152,36000000,Drama|Family|Romance,TheGreatestShowonEarth†,English,USA,4000000,1952,6.7,Drama
RidleyScott,150,65007045,Action|Adventure|Drama,Exodus:GodsandKings†,English,UK,140000000,2014,6.1,Action
MarcForster,112,31252964,Drama|Romance,Monster'sBall†,English,USA,4000000,2001,7.1,Drama
HenryHobson,95,131175,Drama|Horror,Maggie†,English,USA,8500000,2015,5.6,Drama
MikeFiggis,111,31968347,Drama|Romance,LeavingLasVegas†,English,USA,3600000,1995,7.6,Drama
RobCohen,91,35385560,Mystery|Thriller,TheBoyNextDoor†,English,USA,4000000,2015,4.6,Mystery
LisaCholodenko,106,20803237,Comedy|Drama,TheKidsAreAllRight†,English,USA,3500000,2010,7.1,Comedy
JohnCarpenter,93,13008928,Horror|Sci-Fi|Thriller,TheyLive†,English,USA,4000000,1988,7.3,Horror
EdGass-Donnelly,93,15152879,Drama|Horror|Thriller,TheLastExorcismPartII†,English,France,5000000,2013,4,Drama
RichardLinklater,165,25359200,Drama,Boyhood†,English,USA,4000000,2014,8,Drama
WoodyAllen,96,10515579,Comedy|Crime|Mystery,Scoop†,English,UK,4000000,2006,6.7,Comedy
TimBurton,119,180011740,Action|Adventure|Sci-Fi|Thriller,PlanetoftheApes†,English,USA,100000000,2001,5.7,Action
DJPooh,93,10097096,Comedy,TheWash†,English,USA,4000000,2001,4.6,Comedy
DJPooh,82,9821335,Comedy,3Strikes†,English,USA,6000000,2000,4,Comedy
WayneKramer,101,8243880,Crime|Drama|Fantasy|Romance,TheCooler†,English,USA,3200000,2003,7,Crime
PatrickStettner,81,7825820,Crime|Mystery|Thriller,TheNightListener†,English,USA,4000000,2006,5.9,Crime
WesCraven,107,14637490,Horror|Mystery|Thriller,MySoultoTake†,English,USA,25000000,2010,4.8,Horror
J.A.Bayona,105,7159147,Drama|Mystery|Thriller,TheOrphanage†,Spanish,Spain,3400000,2007,7.5,Drama
MichaelTiddes,86,17314483,Comedy|Fantasy,AHauntedHouse2†,English,USA,4000000,2014,4.7,Comedy
RogerAvary,110,6525762,Comedy|Drama|Romance,TheRulesofAttraction†,English,USA,4000000,2002,6.7,Comedy
AllisonAnders,110,4301331,Comedy|Fantasy,FourRooms†,English,USA,4000000,1995,6.7,Comedy
StevenShainberg,104,4046737,Comedy|Drama|Romance,Secretary†,English,USA,4000000,2002,7.1,Comedy
RickdeOliveira,96,3713002,Documentary,TheRealCancun†,English,USA,8000000,2003,2.7,Documentary
OliverStone,110,3468572,Drama,TalkRadio†,English,USA,4000000,1988,7.3,Drama
ChristopherGuest,84,2892582,Comedy,WaitingforGuffman†,English,USA,4000000,1996,7.6,Comedy
JeffFranklin,94,2800000,Comedy,LoveStinks†,English,USA,4000000,1999,5.8,Comedy
JohnDahl,93,2426851,Comedy|Crime|Romance|Thriller,YouKillMe†,English,USA,4000000,2007,6.5,Comedy
MikeMills,96,1325073,Comedy|Drama,Thumbsucker†,English,USA,4000000,2005,6.6,Comedy
DaveMcKean,101,864959,Adventure|Fantasy,Mirrormask†,English,UK,4000000,2005,6.9,Adventure
RonFricke,102,2601847,Documentary|Music,Samsara†,None,USA,4000000,2011,8.5,Documentary
RuggeroDeodato,87,800000,Adventure|Fantasy,TheBarbarians†,English,USA,4000000,1987,4.8,Adventure
MarsCallahan,99,562059,Drama|Thriller,PoolhallJunkies†,English,USA,4000000,2002,7,Drama
MikeFiggis,106,399793,Drama,TheLossofSexualInnocence†,English,USA,4000000,1999,5.4,Drama
DavidGordonGreen,117,371897,Drama,Joe†,English,USA,4000000,2013,6.9,Drama
StefanSchwartz,99,302204,Comedy|Crime|Romance,ShootingFish†,English,UK,3000000,1997,6.6,Comedy
RennyHarlin,102,354704,Crime|Drama|Horror|Thriller,Prison†,English,USA,1300000,1987,5.9,Crime
RobertLeeKing,85,265107,Comedy|Horror|Mystery,PsychoBeachParty†,English,Australia,1500000,2000,6.3,Comedy
KevinAllen,86,185577,Comedy,TheBigTease†,English,UK,4000000,1999,6.3,Comedy
JorgeRam√≠rezSu√°rez,120,100412,Drama,"BuenD√≠a,Ram√≥n†",German,Mexico,4000000,2013,7.7,Drama
DavidSchwimmer,106,58214,Crime|Drama|Thriller,Trust†,English,USA,9500000,2010,7,Crime
BarryLevinson,103,75078,Comedy,AnEverlastingPiece†,English,USA,14000000,2000,6.3,Comedy
SamMiller,93,64359,Comedy|Romance,AmongGiants†,English,UK,2500000,1998,5.9,Comedy
AnneFontaine,112,317125,Drama|Romance,Adore†,English,Australia,16000000,2013,6.2,Drama
FernandoLe√≥ndeAranoa,113,146402,Comedy|Drama,MondaysintheSun†,Spanish,Spain,4000000,2002,7.7,Comedy
JimMickle,98,18469,Drama|Horror|Sci-Fi,StakeLand†,English,USA,650000,2010,6.5,Drama
StephenKay,92,12836,Biography|Drama,TheLastTimeICommittedSuicide†,English,USA,4000000,1997,5.8,Biography
KarimA√Ønouz,106,20262,Drama,FuturoBeach†,Portuguese,Brazil,4000000,2014,6.1,Drama
RubaNadda,93,4063,Drama|Mystery|Romance|Thriller,Inescapable†,English,Canada,4000000,2012,5.2,Drama
VictorFleming,226,198655278,Drama|History|Romance|War,GonewiththeWind†,English,USA,3977000,1939,8.2,Drama
RichardRaymond,104,143653,Biography|Drama,DesertDancer†,English,UK,4000000,2014,6,Biography
SamPeckinpah,152,14873,Adventure|War|Western,MajorDundee†,English,USA,3800000,1965,6.8,Adventure
GeorgeSidney,107,8000000,Biography|Comedy|Musical|Romance|Western,AnnieGetYourGun†,English,USA,3768785,1950,7,Biography
PeterStebbings,95,37606,Comedy|Crime|Drama,Defendor†,English,Canada,3500000,2009,6.8,Comedy
VincenteMinnelli,102,2956000,Adventure|Comedy|Musical|Romance,ThePirate†,English,USA,3700000,1948,7.1,Adventure
DagurK√°ri,99,19959,Drama,TheGoodHeart†,English,Iceland,3800000,2009,6.9,Drama
NicholasHytner,109,2706659,Comedy|Drama,TheHistoryBoys†,English,UK,2000000,2006,6.9,Comedy
JaumeCollet-Serra,113,61094903,Action|Mystery|Thriller,Unknown†,English,UK,30000000,2011,6.9,Action
PeterCattaneo,91,45857453,Comedy|Drama|Music,TheFullMonty†,English,UK,3500000,1997,7.2,Comedy
JimAbrahams,88,83400000,Comedy,Airplane!†,English,USA,3500000,1980,7.8,Comedy
F.GaryGray,97,27900000,Comedy|Drama,Friday†,English,USA,3500000,1995,7.3,Comedy
AlbertHughes,97,27900000,Crime|Drama|Thriller,MenaceIISociety†,English,USA,3500000,1993,7.5,Crime
MichaelGornick,85,14000000,Comedy|Fantasy|Horror|Thriller,Creepshow2†,English,USA,3500000,1987,6,Comedy
RobertEggers,92,25138292,Horror|Mystery,TheWitch†,English,USA,3500000,2015,6.8,Horror
MichaelMartin,93,10305534,Comedy,IGottheHookUp†,English,USA,3500000,1998,3.9,Comedy
EdwardBurns,96,9449219,Comedy|Drama|Romance,She'stheOne†,English,USA,3500000,1996,6.1,Comedy
BillCondon,105,6390032,Biography|Drama,GodsandMonsters†,English,USA,3500000,1998,7.5,Biography
JuanJos√©Campanella,129,20167424,Drama|Mystery|Thriller,TheSecretinTheirEyes†,Spanish,Argentina,2000000,2009,8.2,Drama
SamRaimi,37,5923044,Comedy|Fantasy|Horror|Thriller,EvilDeadII†,English,USA,3600000,1987,7.8,Comedy
LouisC.K.,81,3293258,Action|Adventure|Comedy|Musical,PootieTang†,English,USA,3000000,2001,5.2,Action
SalvadorCarrasco,106,886410,Drama|History,Laotraconquista†,Spanish,Mexico,3500000,1998,6.8,Drama
Andr√©√òvredal,103,252652,Comedy|Drama|Fantasy|Horror,Trollhunter†,Norwegian,Norway,19900000,2010,7,Comedy
RobertCary,101,220234,Comedy|Romance,Ira&Abby†,English,USA,3500000,2006,6.5,Comedy
AkivaSchaffer,102,34350553,Action|Comedy|Sci-Fi,TheWatch†,English,USA,68000000,2012,5.7,Action
AdamRapp,98,101228,Comedy|Drama,WinterPassing†,English,USA,3500000,2005,6.4,Comedy
AngelaRobinson,91,96793,Action|Comedy|Romance,D.E.B.S.†,English,USA,3500000,2004,5.3,Action
WarrenP.Sonoda,105,123777,Action|Biography|Crime|Drama|Family|Fantasy,TheMaskedSaint†,English,Canada,3500000,2016,4.7,Action
LucJacquet,80,77413017,Documentary,MarchofthePenguins†,French,France,8000000,2005,7.6,Documentary
J.C.Chandor,107,5354039,Biography|Drama|Thriller,MarginCall†,English,USA,3500000,2011,7.1,Biography
ClarkGregg,92,2926565,Comedy|Drama,Choke†,English,USA,3000000,2008,6.5,Comedy
DamienChazelle,107,13092000,Drama|Music,Whiplash†,English,USA,3300000,2014,8.5,Drama
FernandoMeirelles,135,7563397,Crime|Drama,CityofGod†,Portuguese,Brazil,3300000,2002,8.7,Crime
JustinKerrigan,99,104257,Comedy|Music,HumanTraffic†,English,UK,2200000,1999,7.1,Comedy
ThomasVinterberg,115,610968,Drama,TheHunt†,Danish,Denmark,3800000,2012,8.3,Drama
AlejandroMonteverde,91,8108247,Drama|Romance,Bella†,English,USA,3300000,2006,7.4,Drama
EricStyles,92,7680,Drama|Romance,DreamingofJosephLees†,English,USA,2000000,1999,6.4,Drama
JoshuaMarston,101,6517198,Crime|Drama,MariaFullofGrace†,Spanish,Colombia,3000000,2004,7.5,Crime
MikeMills,105,5776314,Comedy|Drama|Romance,Beginners†,English,USA,3200000,2010,7.2,Comedy
JohnLandis,109,141600000,Comedy,AnimalHouse†,English,USA,3000000,1978,7.6,Comedy
GuyHamilton,110,51100000,Action|Adventure|Thriller,Goldfinger†,English,UK,3000000,1964,7.8,Action
DannyBoyle,94,16501785,Drama,Trainspotting†,English,UK,3500000,1996,8.2,Drama
SpikeLee,115,38168022,Comedy|Documentary,TheOriginalKingsofComedy†,English,USA,3000000,2000,6.6,Comedy
TodWilliams,98,84749884,Horror,ParanormalActivity2†,English,USA,3000000,2010,5.7,Horror
KirkJones,91,24788807,Comedy,WakingNedDevine†,English,UK,3000000,1998,7.4,Comedy
MichaelMoore,120,21244913,Crime|Documentary|Drama,BowlingforColumbine†,English,Germany,4000000,2002,8,Crime
JackSholder,87,30000000,Fantasy|Horror,ANightmareonElmStreet2:Freddy'sRevenge†,English,USA,2200000,1985,5.4,Fantasy
JamesIvory,117,20966644,Drama|Romance,ARoomwithaView†,English,UK,3000000,1985,7.4,Drama
JamesDeMonaco,85,64423650,Horror|Sci-Fi|Thriller,ThePurge†,English,USA,3000000,2013,5.7,Horror
ScottDerrickson,110,48056940,Horror|Mystery,Sinister†,English,USA,3000000,2012,6.8,Horror
DavidRaynr,113,19184015,Biography|Comedy|Documentary,MartinLawrenceLive:Runteldat†,English,USA,3000000,2002,5.4,Biography
CharlesMartinSmith,98,24629916,Comedy|Drama|Family|Sport,AirBud†,English,USA,3000000,1997,5.1,Comedy
TomMcLoughlin,86,19472057,Horror|Thriller,JasonLives:Fridaythe13thPartVI†,English,USA,3000000,1986,5.9,Horror
DavidLean,161,27200000,Adventure|Drama|War,TheBridgeontheRiverKwai†,English,UK,3000000,1957,8.2,Adventure
PatrickReadJohnson,100,15369573,Adventure|Comedy|Sci-Fi,SpacedInvaders†,English,USA,3000000,1990,5.3,Adventure
AdamMarcus,91,15935068,Fantasy|Horror|Thriller,JasonGoestoHell:TheFinalFriday†,English,USA,2500000,1993,4.3,Fantasy
MichelGondry,100,11694528,Comedy|Documentary|Music,DaveChappelle'sBlockParty†,English,USA,3000000,2005,7.2,Comedy
BennyBoom,84,10017041,Action|Comedy|Crime,NextDayAir†,English,USA,3000000,2009,5.9,Action
NnegestLikk√©,99,7059537,Comedy,PhatGirlz†,English,USA,3000000,2006,3,Comedy
RichardLinklater,109,8114507,Drama|Romance,BeforeMidnight†,English,USA,3000000,2013,7.9,Drama
ChristopherLeitch,95,7888703,Comedy|Fantasy,TeenWolfToo†,English,USA,3000000,1987,3.2,Comedy
DonCoscarelli,97,7282851,Action|Fantasy|Horror|Sci-Fi|Thriller,PhantasmII†,English,USA,3000000,1988,6.5,Action
PatriciaCardoso,90,5844929,Comedy|Drama,RealWomenHaveCurves†,English,USA,3000000,2002,7,Comedy
DamienO'Donnell,96,4170647,Comedy|Drama,EastIsEast†,English,UK,1900000,1999,6.9,Comedy
PeterM.Cohen,82,4142507,Comedy|Romance,Whipped†,English,USA,3000000,2000,4.4,Comedy
MiraNair,109,4109095,Crime|Drama|History|Romance,KamaSutra:ATaleofLove†,English,USA,3000000,1996,6,Crime
AnthonyHickox,98,3902679,Fantasy|Horror,Warlock:TheArmageddon†,English,USA,3000000,1993,5.3,Fantasy
TomSchulman,95,3559990,Comedy|Crime,8HeadsinaDuffelBag†,English,USA,3000000,1997,5.3,Comedy
JillSprecher,104,3287435,Drama,ThirteenConversationsAboutOneThing†,English,USA,4500000,2001,7.1,Drama
DarrenStein,87,3071947,Comedy|Crime|Thriller,Jawbreaker†,English,USA,3500000,1999,5.4,Comedy
JulianSchnabel,108,2961991,Biography|Drama,Basquiat†,English,USA,3300000,1996,6.9,Biography
GavinHood,94,2912363,Crime|Drama,Tsotsi†,Zulu,UK,3000000,2005,7.3,Crime
GeorgeGallo,89,2223990,Comedy|Documentary,DysFunktionalFamily†,English,USA,3000000,2003,6.6,Comedy
KevinSmith,102,1821983,Comedy|Drama|Horror,Tusk†,English,USA,3000000,2014,5.4,Comedy
Chan-wookPark,120,2181290,Drama|Mystery|Thriller,Oldboy†,Korean,SouthKorea,3000000,2003,8.4,Drama
DavidNixon,110,2848578,Drama|Family,LetterstoGod†,English,USA,3500000,2010,6.3,Drama
JasonEisener,86,703002,Action|Comedy|Thriller,HobowithaShotgun†,English,Canada,3000000,2011,6.1,Action
EnriqueBegne,101,3105269,Action|Comedy,Compadres†,English,Mexico,3000000,2016,5,Action
LeslyeHeadland,87,418268,Comedy|Romance,Bachelorette†,English,USA,3000000,2012,5.3,Comedy
TimHeidecker,93,200803,Comedy,TimandEric'sBillionDollarMovie†,English,USA,3000000,2012,5.3,Comedy
RupertWyatt,111,33631221,Crime|Drama|Thriller,TheGambler†,English,USA,25000000,2014,6,Crime
MarcoKreuzpaintner,98,95016,Comedy|Drama|Romance|Sport,SummerStorm†,German,Germany,2700000,2004,7.4,Comedy
KateConnor,100,73678,Drama|History|War,FortMcCoy†,English,USA,3000000,2011,5.9,Drama
DeonTaylor,88,143000,Horror|Thriller,ChainLetter†,English,USA,5000000,2009,4.1,Horror
JasonAlexander,97,39852,Comedy|Drama,JustLooking†,English,USA,3000000,1999,6.7,Comedy
XavierGens,122,22000,Drama|Sci-Fi|Thriller,TheDivide†,English,Germany,3000000,2011,5.8,Drama
TimBurton,108,334185206,Adventure|Family|Fantasy,AliceinWonderland†,English,USA,200000000,2010,6.5,Adventure
FrancescaGregorini,96,5005,Drama,TannerHall†,English,USA,3000000,2009,5.9,Drama
KennethBranagh,105,201148159,Drama|Family|Fantasy|Romance,Cinderella†,English,USA,95000000,2015,7,Drama
WalterSalles,113,5595428,Drama,CentralStation†,Portuguese,Brazil,2900000,1998,8,Drama
SusanSeidelman,105,3123749,Comedy|Romance,BoyntonBeachClub†,English,USA,1500000,2005,6.5,Comedy
HeidiEwing,93,100675,Documentary,Freakonomics†,English,USA,3000000,2010,6.4,Documentary
AlexandreAja,89,3645438,Horror,HighTension†,French,France,2200000,2003,6.8,Horror
CraigBrewer,116,22201636,Crime|Drama|Music,Hustle&Flow†,English,USA,8000000,2005,7.4,Crime
BillyWilder,120,25000000,Comedy|Music|Romance,SomeLikeItHot†,English,USA,2883848,1959,8.3,Comedy
JohnCarlBuechler,88,19170001,Horror,Fridaythe13thPartVII:TheNewBlood†,English,USA,2800000,1988,5.3,Horror
VictorFleming,102,22202612,Adventure|Family|Fantasy|Musical,TheWizardofOz†,English,USA,2800000,1939,8.1,Adventure
MelBrooks,106,86300000,Comedy,YoungFrankenstein†,English,USA,2800000,1974,8,Comedy
GeorgeA.Romero,95,952620,Horror,DiaryoftheDead†,English,USA,2000000,2007,5.7,Horror
VictorNunez,113,9054736,Drama,Ulee'sGold†,English,USA,2700000,1997,7.1,Drama
MelBrooks,93,119500000,Comedy|Western,BlazingSaddles†,English,USA,2600000,1974,7.8,Comedy
JosephZito,97,32600000,Horror|Thriller,Fridaythe13th:TheFinalChapter†,English,USA,1800000,1984,5.9,Horror
JamesIvory,140,3130592,Drama|Romance,Maurice†,English,UK,2600000,1987,7.8,Drama
FrankSebastiano,86,475000,Comedy|Sport,BeerLeague†,English,USA,2800000,2006,6,Comedy
RandRavich,109,10654581,Drama|Sci-Fi|Thriller,TheAstronaut'sWife†,English,USA,34000000,1999,5.3,Drama
NachoVigalondo,66,38108,Horror|Mystery|Sci-Fi|Thriller,Timecrimes†,Spanish,Spain,2600000,2007,7.2,Horror
MichaelTiddes,86,40041683,Comedy|Fantasy,AHauntedHouse†,English,USA,2500000,2013,5.1,Comedy
DineshD'Souza,87,33349949,Documentary,2016:Obama'sAmerica†,English,USA,2500000,2012,5.1,Documentary
RobZombie,119,33386128,Horror,HalloweenII†,English,USA,15000000,2009,4.9,Horror
TomHanks,149,25809813,Comedy|Drama|Music,ThatThingYouDo!†,English,USA,26000000,1996,6.9,Comedy
TommyLeeWallace,98,14400000,Horror|Mystery|Sci-Fi,HalloweenIII:SeasonoftheWitch†,English,USA,2500000,1982,4.6,Horror
LeslieSmall,75,32230907,Comedy|Documentary,KevinHart:LetMeExplain†,English,USA,2500000,2013,6.7,Comedy
GusVanSant,104,6401336,Drama,MyOwnPrivateIdaho†,English,USA,2500000,1991,7.1,Drama
ZachBraff,102,26781723,Comedy|Drama|Romance,GardenState†,English,USA,2500000,2004,7.6,Comedy
RichardLinklater,105,5400000,Drama|Romance,BeforeSunrise†,English,USA,2500000,1995,8.1,Drama
AlisonMaclean,107,1282084,Drama,Jesus'Son†,English,USA,2500000,1999,7,Drama
JakeSchreier,89,3325638,Comedy|Crime|Drama|Sci-Fi,Robot&Frank†,English,USA,2500000,2012,7.1,Comedy
IsabelCoixet,106,395592,Drama|Romance,MyLifeWithoutMe†,English,Spain,2000000,2003,7.6,Drama
JamesPonsoldt,95,6851969,Comedy|Drama|Romance,TheSpectacularNow†,English,USA,2500000,2013,7.1,Comedy
LarryCharles,101,12995673,Comedy|Documentary|War,Religulous†,English,USA,2500000,2008,7.7,Comedy
JoshuaTickell,112,173783,Documentary,Fuel†,English,USA,2500000,2008,7.6,Documentary
RawsonMarshallThurber,92,114324072,Comedy|Sport,Dodgeball:ATrueUnderdogStory†,English,USA,20000000,2004,6.7,Comedy
MichaelD.Sellers,100,71904,Comedy|Drama|Family,EyeoftheDolphin†,English,USA,2500000,2006,5.7,Comedy
ReedCowan,80,99851,Documentary,8:TheMormonProposition†,English,USA,2500000,2010,7.1,Documentary
JamesDodson,106,115504,Comedy|Drama|Romance,TheOtherEndoftheLine†,English,UK,14000000,2008,6.2,Comedy
StefanRuzowitzky,103,5725,Horror|Thriller,Anatomy†,German,Germany,8400000,2000,6.1,Horror
AlexRivera,90,75727,Drama|Romance|Sci-Fi|Thriller,SleepDealer†,Spanish,USA,2500000,2008,5.9,Drama
JamesGunn,96,322157,Comedy|Crime|Drama,Super†,English,USA,2500000,2010,6.8,Comedy
SpikeLee,120,5731103,Drama|History,GetontheBus†,English,USA,2400000,1996,6.8,Drama
RobbyHenson,101,978908,Drama|Horror|Mystery|Thriller,Thr3e†,English,Poland,2400000,2006,5.1,Drama
ShaneMeadows,101,327919,Crime|Drama,ThisIsEngland†,English,UK,1500000,2006,7.7,Crime
CarmenMarron,105,178739,Drama|Musical,GoforIt!†,English,USA,2450000,2011,3.9,Drama
JamesAlgar,120,76400000,Animation|Family|Fantasy|Music,Fantasia†,English,USA,2280000,1940,7.8,Animation
SteveMiner,91,36200000,Horror|Thriller,Fridaythe13thPartIII†,English,USA,4000000,1982,5.7,Horror
DannySteinmann,92,21300000,Horror|Mystery|Thriller,Fridaythe13th:ANewBeginning†,English,USA,2200000,1985,4.7,Horror
MichaelLandonJr.,117,379643,Drama,TheLastSinEater†,English,USA,2200000,2007,5.9,Drama
JonGunn,120,12985267,Drama,DoYouBelieve?†,English,USA,2300000,2015,5.9,Drama
WilliamWyler,172,23650000,Drama|Romance|War,TheBestYearsofOurLives†,English,USA,2100000,1946,8.1,Drama
PetterN√¶ss,89,313436,Comedy|Drama,Elling†,Norwegian,Norway,15500000,2001,7.6,Comedy
RobertFontaine,125,3330,Crime|Drama,MiAmerica†,English,USA,2100000,2015,7.2,Crime
TerenceYoung,115,24800000,Action|Adventure|Thriller,FromRussiawithLove†,English,UK,2000000,1963,7.5,Action
MichaelHerz,96,792966,Action|Comedy|Horror|Sci-Fi,TheToxicAvengerPartII†,English,USA,2300000,1989,5.1,Action
DavidRobertMitchell,100,14673301,Horror|Mystery,ItFollows†,English,USA,2000000,2014,6.9,Horror
GeorgeMiller,87,9003011,Action|Adventure|Sci-Fi|Thriller,MadMax2:TheRoadWarrior†,English,Australia,2000000,1981,7.6,Action
Chia-LiangLiu,102,11546543,Action|Comedy,TheLegendofDrunkenMaster†,Cantonese,HongKong,2000000,1994,7.6,Action
KimberlyPeirce,118,11533945,Biography|Crime|Drama|Romance,BoysDon'tCry†,English,USA,2000000,1999,7.6,Biography
ChrisKentis,86,12555230,Drama|Horror|Mystery|Thriller,SilentHouse†,English,France,2000000,2011,5.3,Drama
FlorianHenckelvonDonnersmarck,137,11284657,Drama|Thriller,TheLivesofOthers†,German,Germany,2000000,2006,8.5,Drama
AlexKendrick,129,34522221,Drama,Courageous†,English,USA,2000000,2011,7,Drama
SylvainChomet,80,7002255,Animation|Comedy|Drama,TheTripletsofBelleville†,French,France,9500000,2003,7.8,Animation
ChrisEyre,89,6719300,Comedy|Drama,SmokeSignals†,English,Canada,2000000,1998,7.2,Comedy
RichardLinklater,80,5792822,Drama|Romance,BeforeSunset†,English,USA,2700000,2004,8,Drama
AlejandroG.I√±√°rritu,115,5383834,Drama|Thriller,AmoresPerros†,Spanish,Mexico,2000000,2000,8.1,Drama
CatherineHardwicke,100,4599680,Drama,Thirteen†,English,USA,1500000,2003,6.8,Drama
DebraGranik,100,6531491,Drama,Winter'sBone†,English,USA,2000000,2010,7.2,Drama
MirandaJuly,91,3885134,Comedy|Drama,MeandYouandEveryoneWeKnow†,English,USA,2000000,2005,7.4,Comedy
MaxJoseph,96,3590010,Drama|Music|Romance,WeAreYourFriends†,English,UK,2000000,2015,6.1,Drama
DavidAyer,116,3335839,Action|Crime|Drama|Thriller,HarshTimes†,English,USA,2000000,2005,7,Action
JerryJameson,97,2557668,Crime|Drama|Thriller,Captive†,English,USA,2000000,2015,5.3,Crime
StevenSoderbergh,101,2506446,Comedy|Romance,FullFrontal†,English,USA,2000000,2002,4.7,Comedy
KevinTenney,98,7369373,Horror|Mystery|Thriller,Witchboard†,English,UK,2000000,1986,5.7,Horror
KennethBranagh,150,4414535,Drama,Hamlet†,English,UK,18000000,1996,7.8,Drama
JohnCameronMitchell,101,1984378,Comedy|Drama|Romance,Shortbus†,English,USA,2000000,2006,6.5,Comedy
AriFolman,90,2283276,Animation|Biography|Documentary|Drama|History|War,WaltzwithBashir†,Hebrew,Israel,1500000,2008,8,Animation
GaryRogers,120,1098224,Adventure,"TheBookofMormonMovie,Volume1:TheJourney†",English,USA,2000000,2003,3.3,Adventure
MarielleHeller,102,1477002,Drama|Romance,TheDiaryofaTeenageGirl†,English,USA,2000000,2015,6.9,Drama
DavidSington,100,1134049,Documentary|History,IntheShadowoftheMoon†,English,UK,2000000,2007,8.1,Documentary
